Domain,Phylum,Class,Order,Family,Genus,best_hit
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,ASV 320:Bacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 321:Pantoea
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,ASV 322:Rhizobium
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 323:Pantoea
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 324:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 325:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,ASV 327:Klebsiella
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,ASV 328:Sphingomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 330:Pantoea
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frigoribacterium,ASV 331:Frigoribacterium
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 332:Paenibacillus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,ASV 333:Bacillus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,ASV 335:Bacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 336:Pseudomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 337:Pseudomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 338:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 339:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Esherichica/Shigella,ASV 340:Esherichica/Shigella
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 341:Pseudomonas
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 342:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 343:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 344:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Esherichica/Shigella,ASV 345:Esherichica/Shigella
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Esherichica/Shigella,ASV 346:Esherichica/Shigella
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,ASV 347:Bacillus
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 348:Paenibacillus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,ASV 349:Bacillus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,ASV 350:Bacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 351:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 352:Pseudomonas
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 353:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 354:Pseudomonas
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,ASV 356:Aeromicrobium
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 357:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,ASV 358:Enhydrobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 359:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,ASV 360:Enterobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 361:Pseudomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 362:Pseudomonas
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 363:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 364:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Esherichica/Shigella,ASV 365:Esherichica/Shigella
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 366:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 367:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 368:Pseudomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 369:Pantoea
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,ASV 370:Curtobacterium
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 371:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,ASV 372:Enterobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,ASV 373:Enhydrobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,ASV 374:Phyllobacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,ASV 375:Klebsiella
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 376:Pseudomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,ASV 377:Rhizobium
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,ASV 378:Klebsiella
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 379:Pantoea
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,ASV 380:Bacillus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,ASV 381:Bacillus
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 382:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 383:Pseudomonas
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 384:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 386:Pseudomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 387:Pseudomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,ASV 388:Klebsiella
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Esherichica/Shigella,ASV 389:Esherichica/Shigella
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 390:Pantoea
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 391:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,ASV 392:Enterobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 393:Pseudomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 394:Pseudomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,ASV 395:Klebsiella
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 396:Pantoea
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,ASV 397:Micrococcus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ASV 398:Pseudomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 399:Pantoea
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,ASV 400:Kocuria
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,ASV 401:Klebsiella
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,ASV 402:Methylobacterium
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 403:Paenibacillus
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 404:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 405:Pantoea
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 406:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 407:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 410:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,ASV 411:Klebsiella
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,ASV 413:Klebsiella
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 414:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 415:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 416:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,ASV 417:Klebsiella
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 418:Pantoea
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,ASV 419:Microbacterium
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 421:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 423:Pantoea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 425:Pantoea
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,ASV 426:Sphingomonas
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,ASV 427:Rathayibacter
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 429:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,ASV 431:Enterobacter
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 432:Paenibacillus
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,ASV 433:Ralstonia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,ASV 434:Methylobacterium
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,ASV 436:Bacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 437:Pantoea
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,ASV 438:Paenibacillus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,ASV 439:Pantoea
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,ASV 440:Methylobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,ASV 441:Methylobacterium
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,ASV 442:Oceanobacillus
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agreia,ASV 443:Agreia
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,ASV 444:Massilia
