Id,q_amplicon,Phylum,Class,Order,Family,Genus,Species
4628,ASV 4628: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4629,ASV 4629: Brevibacillus_borstelensis,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus_borstelensis
4630,ASV 4630: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4631,ASV 4631: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4632,ASV 4632: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4633,ASV 4633: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4634,ASV 4634: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4635,ASV 4635: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4636,ASV 4636: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4637,ASV 4637: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4638,ASV 4638: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4639,ASV 4639: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4640,ASV 4640: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4641,ASV 4641: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4642,ASV 4642: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4643,ASV 4643: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4644,ASV 4644: Brevibacillus_borstelensis,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus_borstelensis
4645,ASV 4645: Brevibacillus_borstelensis,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus_borstelensis
4646,ASV 4646: Brevibacillus_borstelensis,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus_borstelensis
4647,ASV 4647: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4648,ASV 4648: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4649,ASV 4649: Brevibacillus_borstelensis,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus_borstelensis
4650,ASV 4650: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4651,ASV 4651: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4652,ASV 4652: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4653,ASV 4653: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4654,ASV 4654: Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
4655,ASV 4655: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4656,ASV 4656: Paenibacillus_baekrokdamisoli,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_baekrokdamisoli
4657,ASV 4657: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4658,ASV 4658: Paenibacillus_sp.,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4659,ASV 4659: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4660,ASV 4660: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4661,ASV 4661: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4662,ASV 4662: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4663,ASV 4663: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4664,ASV 4664: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4665,ASV 4665: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4666,ASV 4666: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4667,ASV 4667: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4668,ASV 4668: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4669,ASV 4669: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4670,ASV 4670: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4671,ASV 4671: Paenibacillus_sp.,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4672,ASV 4672: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4673,ASV 4673: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4674,ASV 4674: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4675,ASV 4675: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4676,ASV 4676: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4677,ASV 4677: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4678,ASV 4678: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4679,ASV 4679: Paenibacillus_sp.,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4680,ASV 4680: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4681,ASV 4681: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4682,ASV 4682: Paenibacillus_baekrokdamisoli,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_baekrokdamisoli
4683,ASV 4683: Paenibacillus,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus
4684,ASV 4684: Bacilli,Firmicutes,Bacilli,Bacilli,Bacilli,Bacilli,Bacilli
4685,ASV 4685: Bacillus_thermolactis,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thermolactis
4686,ASV 4686: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
4687,ASV 4687: Bacillus_coagulans,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_coagulans
4688,ASV 4688: Bacillus_sp.,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
4689,ASV 4689: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
4690,ASV 4690: Bacillus_coagulans,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_coagulans
4691,ASV 4691: Bacillus_thermolactis,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thermolactis
4692,ASV 4692: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
4693,ASV 4693: Bacillus_thermoamylovorans,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thermoamylovorans
4694,ASV 4694: Psychrobacillus,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,Psychrobacillus
4695,ASV 4695: Lysinibacillus,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Lysinibacillus
4696,ASV 4696: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
4697,ASV 4697: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
4698,ASV 4698: Paenisporosarcina,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,Paenisporosarcina
4699,ASV 4699: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4700,ASV 4700: Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
4701,ASV 4701: Bacilli,Firmicutes,Bacilli,Bacilli,Bacilli,Bacilli,Bacilli
4702,ASV 4702: Brevibacillus,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus
4703,ASV 4703: Bacilli,Firmicutes,Bacilli,Bacilli,Bacilli,Bacilli,Bacilli
4704,ASV 4704: Peptococcus,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus,Peptococcus
4705,ASV 4705: Alicyclobacillus,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus
4706,ASV 4706: Alicyclobacillus_acidoterrestris,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus_acidoterrestris
4707,ASV 4707: Alicyclobacillus,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus
4708,ASV 4708: Alicyclobacillus,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus
4709,ASV 4709: Alicyclobacillus,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus
4710,ASV 4710: Tumebacillus,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus
4711,ASV 4711: Tumebacillus,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus
4712,ASV 4712: Tumebacillus,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus
4713,ASV 4713: Tumebacillus,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus
4714,ASV 4714: Tumebacillus,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus
4715,ASV 4715: Tumebacillus,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus
4716,ASV 4716: Tumebacillus,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus
4717,ASV 4717: Acidaminococcaceae,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcaceae,Acidaminococcaceae
4718,ASV 4718: Acidaminococcaceae,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcaceae,Acidaminococcaceae
4719,ASV 4719: Acidaminococcaceae,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcaceae,Acidaminococcaceae
4720,ASV 4720: Acidaminococcaceae,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcaceae,Acidaminococcaceae
4721,ASV 4721: Dialister,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,Dialister
4722,ASV 4722: Dialister,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,Dialister
4723,ASV 4723: Dialister,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,Dialister
4724,ASV 4724: Dialister,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,Dialister
4725,ASV 4725: Dialister,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,Dialister
4726,ASV 4726: Dialister,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,Dialister
4727,ASV 4727: Veillonella,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,Veillonella
4728,ASV 4728: Veillonella,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,Veillonella
4729,ASV 4729: Veillonella,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,Veillonella
4730,ASV 4730: Veillonella,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,Veillonella
4731,ASV 4731: Veillonella,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,Veillonella
4732,ASV 4732: Megasphaera,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera
4733,ASV 4733: Megasphaera,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera
4734,ASV 4734: Megasphaera,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera
4735,ASV 4735: Megasphaera_stantonii,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera_stantonii
4736,ASV 4736: Megasphaera_stantonii,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera_stantonii
4737,ASV 4737: Selenomonas,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas
4738,ASV 4738: Solobacterium,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium
4739,ASV 4739: Solobacterium,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium
4740,ASV 4740: Erysipelatoclostridium,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,Erysipelatoclostridium
4741,ASV 4741: Erysipelatoclostridium,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,Erysipelatoclostridium
4742,ASV 4742: Erysipelothrix,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix
4743,ASV 4743: Faecalitalea,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,Faecalitalea
4744,ASV 4744: Faecalitalea,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,Faecalitalea
4745,ASV 4745: Breznakia,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Breznakia,Breznakia
4746,ASV 4746: Candidatus_Phytoplasma,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Candidatus_Phytoplasma,Candidatus_Phytoplasma
4747,ASV 4747: RF39,Firmicutes,Bacilli,RF39,RF39,RF39,RF39
4748,ASV 4748: RF39,Firmicutes,Bacilli,RF39,RF39,RF39,RF39
4749,ASV 4749: RF39,Firmicutes,Bacilli,RF39,RF39,RF39,RF39
4750,ASV 4750: RF39,Firmicutes,Bacilli,RF39,RF39,RF39,RF39
4751,ASV 4751: RF39,Firmicutes,Bacilli,RF39,RF39,RF39,RF39
4752,ASV 4752: RF39,Firmicutes,Bacilli,RF39,RF39,RF39,RF39
4753,ASV 4753: RF39,Firmicutes,Bacilli,RF39,RF39,RF39,RF39
4754,ASV 4754: RF39,Firmicutes,Bacilli,RF39,RF39,RF39,RF39
4755,ASV 4755: Thermoanaerobacterium,Firmicutes,Thermoanaerobacteria,Thermoanaerobacterales,Family_III,Thermoanaerobacterium,Thermoanaerobacterium
4756,ASV 4756: Ezakiella,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Ezakiella,Ezakiella
4757,ASV 4757: Fenollaria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Fenollaria,Fenollaria
4758,ASV 4758: W5053,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,W5053,W5053
4759,ASV 4759: Peptoniphilus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Peptoniphilus,Peptoniphilus
4760,ASV 4760: Peptoniphilus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Peptoniphilus,Peptoniphilus
4761,ASV 4761: Peptoniphilus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Peptoniphilus,Peptoniphilus
4762,ASV 4762: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4763,ASV 4763: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4764,ASV 4764: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4765,ASV 4765: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4766,ASV 4766: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4767,ASV 4767: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4768,ASV 4768: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4769,ASV 4769: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4770,ASV 4770: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4771,ASV 4771: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4772,ASV 4772: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4773,ASV 4773: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4774,ASV 4774: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4775,ASV 4775: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4776,ASV 4776: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4777,ASV 4777: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4778,ASV 4778: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4779,ASV 4779: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4780,ASV 4780: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4781,ASV 4781: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4782,ASV 4782: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4783,ASV 4783: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4784,ASV 4784: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4785,ASV 4785: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4786,ASV 4786: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4787,ASV 4787: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4788,ASV 4788: Anaerococcus,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus
4789,ASV 4789: Parvimonas,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Parvimonas,Parvimonas
4790,ASV 4790: W5053,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,W5053,W5053
4791,ASV 4791: Murdochiella,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Murdochiella,Murdochiella
4792,ASV 4792: Finegoldia,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Finegoldia,Finegoldia
